nucleus_id,time,ap,bcd
1.0095,0,568.88,16
1.0095,0.5,564.78,13
1.0095,1,565.6,18
1.0155,0,504.68,15
1.0155,0.5,504.68,14
1.0155,1,504.68,16
1.0155,1.5,504.54,16
1.0196,0,698.14,16
1.0196,0.5,698.08,10
1.0199,0,698.53,6
1.0199,0.5,696.69,13
1.0202,0,690.9,8
1.0202,0.5,689.88,13
1.0207,0,679.33,13
1.0207,0.5,682.68,19
1.0208,0,663.61,14
1.0208,0.5,663.61,11
1.0209,0,681.55,12
1.0209,0.5,680.66,20
1.021,0,659.73,12
1.021,0.5,659.6,11
1.0211,0,671.46,10
1.0211,0.5,669.89,9
1.0213,0,650.43,15
1.0213,0.5,652.13,8
1.0215,0,649.25,17
1.0215,0.5,648.37,10
1.0219,0,646.21,9
1.0219,0.5,648.66,16
1.022,0,636.52,13
1.022,0.5,635.36,14
1.0221,0,648.67,9
1.0221,0.5,650.45,14
1.0222,0,632.54,14
1.0222,0.5,634.18,14
1.0223,0,616.99,14
1.0223,0.5,618.56,13
1.0224,0,640.09,14
1.0224,0.5,640.02,10
1.0225,0,622.07,9
1.0225,0.5,622.82,13
1.0227,0,613.02,10
1.0227,0.5,613.02,18
1.0228,0,622.19,12
1.0228,0.5,623.01,10
1.0229,0,604.72,17
1.0229,0.5,607.25,18
1.023,0,605.55,12
1.023,0.5,607.26,16
1.0231,0,624.18,10
1.0231,0.5,624.04,15
1.0232,0,604.23,19
1.0232,0.5,604.23,17
1.0233,0,593.94,9
1.0233,0.5,593.25,13
1.0235,0,603.38,10
1.0235,0.5,603.38,9
1.0236,0,590.51,18
1.0236,0.5,589.69,18
1.0236,1,590.37,20
1.0237,0,583.89,12
1.0237,0.5,583.96,12
1.0238,0,584.67,8
1.0238,0.5,584.53,15
1.0239,0,584.95,12
1.0239,0.5,584.06,11
1.0241,0,583.86,11
1.0241,0.5,583.8,12
1.0241,1,584.61,9
1.0242,0,565.29,17
1.0242,0.5,565.29,13
1.0243,0,576.19,14
1.0243,0.5,577.01,13
1.0244,0,549.66,15
1.0244,0.5,549.66,11
1.0244,1,551.3,12
1.0245,0,567.62,12
1.0245,0.5,566.8,12
1.0245,1,567.55,14
1.0246,0,410.61,19
1.0246,0.5,410.61,26
1.0246,1,410.55,24
1.0247,0,395.53,18
1.0247,0.5,394.78,22
1.0247,1,394.03,23
1.0248,0,403.09,19
1.0248,0.5,403.09,21
1.0248,1,401.52,30
1.0248,1.5,396.41,20
1.0248,2,392.99,20
1.0248,2.5,388.97,25
1.0248,3,385.9,21
1.0248,3.5,383.65,28
1.0248,4,382.15,42
1.0248,4.5,383.79,42
1.0248,5,387.95,55
1.0248,5.5,391.97,51
1.0248,6,395.25,56
1.0248,6.5,397.71,70
1.0248,7,399.34,64
1.0248,7.5,400.16,59
1.0248,8,400.09,75
1.0248,8.312,400.09,58
1.0248,8.812,400.16,58
1.0248,9.312,400.98,58
1.0248,9.812,400.98,56
1.0248,10.312,400.98,51
1.0248,10.603,401.05,69
1.0248,11.102,401.05,54
1.0248,11.602,401.05,50
1.0248,12.103,401.05,47
1.0248,12.603,400.98,63
1.0248,13.103,401.05,61
1.0248,13.603,401.05,48
1.0248,14.007,401.05,49
1.0248,14.523,400.23,58
1.0248,15.023,401.05,53
1.0248,15.523,401.05,65
1.0248,16.023,401.87,48
1.0248,16.523,401.87,44
1.0248,17.023,401.12,56
1.0248,17.523,401.05,48
1.0248,18.023,400.3,51
1.0248,18.523,401.12,52
1.0248,19.023,401.12,58
1.0248,19.523,401.19,42
1.0248,20.023,401.19,54
1.0248,20.304,401.19,50
1.0248,20.804,401.19,60
1.0248,21.304,400.37,54
1.0248,21.649,400.37,54
1.0248,22.149,400.37,47
1.0248,22.649,401.19,52
1.0248,23.149,400.37,49
1.0248,23.649,400.44,55
1.0248,24.149,401.25,49
1.0248,24.757,401.25,46
1.0248,25.117,401.25,49
1.0248,25.617,401.25,47
1.0248,26.117,402.14,48
1.0248,26.617,402.14,42
1.0248,27.117,402.14,50
1.0248,27.617,402.21,48
1.0248,28.117,402.21,57
1.0248,28.617,402.28,45
1.0248,29.117,403.1,49
1.0248,29.424,403.1,50
1.0248,29.924,403.1,46
1.0248,30.424,403.17,46
1.0248,30.924,403.17,49
1.0248,31.424,403.17,43
1.0248,31.802,403.17,45
1.0248,32.302,403.24,43
1.0248,32.802,403.24,40
1.0248,33.302,403.24,41
1.0248,33.802,403.24,43
1.0248,34.302,403.24,47
1.0248,34.952,403.3,46
1.0248,35.452,403.3,36
1.0248,35.952,402.55,45
1.0248,36.452,402.55,47
1.0249,0,389.24,21
1.0249,0.5,387.61,19
1.025,0,379.16,21
1.025,0.5,377.52,23
1.0251,0,362.11,24
1.0251,0.5,362.79,24
1.0252,0,378.97,16
1.0252,0.5,379.72,25
1.0253,0,365.39,19
1.0253,0.5,365.39,18
1.0254,0,383.49,21
1.0254,0.5,382.67,21
1.0255,0,364.45,22
1.0255,0.5,364.51,23
1.0256,0,370.21,25
1.0256,0.5,370.21,23
1.0257,0,358.61,27
1.0257,0.5,358.61,25
1.0263,0,342.11,28
1.0263,0.5,342.86,30
1.0264,0,348.88,26
1.0264,0.5,346.5,21
1.0266,0,345.62,24
1.0266,0.5,345.55,20
1.0269,0,566.98,15
1.0269,0.5,566.16,11
1.0269,1,566.98,15
1.027,0,553.27,11
1.027,0.5,553.34,14
1.027,1,553.95,17
1.0271,0,560.8,11
1.0271,0.5,560.73,10
1.0271,1,559.85,13
1.0271,1.5,564.76,12
1.0271,2,566.4,15
1.0271,2.5,567.15,13
1.0271,3,568.78,14
1.0271,3.5,571.85,13
1.0271,4,575.74,19
1.0271,4.5,577.31,19
1.0271,5,577.24,19
1.0271,5.5,574.85,16
1.0271,6,573.35,22
1.0271,6.5,571.85,19
1.0271,7,570.28,23
1.0271,7.5,569.53,25
1.0271,8,568.72,26
1.0271,8.312,568.78,27
1.0271,8.812,569.6,28
1.0271,9.312,569.67,25
1.0271,9.812,569.67,22
1.0271,10.312,570.56,23
1.0271,10.603,569.81,18
1.0271,11.102,570.63,20
1.0271,11.602,570.63,22
1.0271,12.103,570.7,25
1.0271,12.603,570.76,23
1.0271,13.103,570.76,30
1.0271,13.603,570.7,19
1.0271,14.007,571.58,20
1.0271,14.523,570.76,25
1.0271,15.023,571.51,21
1.0271,15.523,572.4,25
1.0271,16.023,571.58,24
1.0271,16.523,572.4,29
1.0271,17.023,572.4,19
1.0271,17.523,572.47,24
1.0271,18.023,572.47,24
1.0271,18.523,572.47,19
1.0271,19.023,572.47,23
1.0271,19.523,572.54,23
1.0271,20.023,573.43,20
1.0271,20.304,572.54,23
1.0271,20.804,572.54,19
1.0271,21.304,572.54,22
1.0271,21.649,572.61,16
1.0271,22.149,572.61,19
1.0271,22.649,573.43,24
1.0271,23.149,573.36,21
1.0271,23.649,572.61,20
1.0271,24.149,572.61,20
1.0271,24.757,572.68,27
1.0271,25.117,573.5,18
1.0271,25.617,573.5,17
1.0271,26.117,572.75,18
1.0271,26.617,572.75,21
1.0271,27.117,572.75,24
1.0271,27.617,572.81,17
1.0271,28.117,572.81,20
1.0271,28.617,572.06,16
1.0271,29.117,572.88,19
1.0271,29.424,572.88,23
1.0271,29.924,572.88,22
1.0271,30.424,572.95,17
1.0271,30.924,572.13,17
1.0271,31.424,572.13,18
1.0271,31.802,572.2,17
1.0271,32.302,572.27,17
1.0271,32.802,572.27,14
1.0271,33.302,571.45,24
1.0271,33.802,571.45,21
1.0271,34.302,571.52,16
1.0271,34.952,571.52,17
1.0271,35.452,571.52,18
1.0271,35.952,570.77,14
1.0271,36.452,570.77,15
1.0273,0,534.84,28
1.0273,0.5,535.65,18
1.0273,1,535.59,13
1.0275,0,536.63,18
1.0275,0.5,536.56,14
1.0275,1,536.63,15
1.0276,0,543.1,13
1.0276,0.5,542.28,18
1.0276,1,541.46,16
1.0276,1.5,540.78,14
1.0277,0,551.38,12
1.0277,0.5,550.49,12
1.0277,1,551.31,16
1.0278,0,530.16,15
1.0278,0.5,530.98,16
1.0278,1,530.09,12
1.0278,1.5,530.02,16
1.0279,0,541.09,16
1.0279,0.5,541.02,17
1.0279,1,540.27,17
1.0279,1.5,540.27,13
1.0281,0,536.16,13
1.0281,0.5,536.16,19
1.0281,1,535.34,14
1.0281,1.5,535.34,9
1.0282,0,515.83,15
1.0282,0.5,516.65,13
1.0282,1,516.58,17
1.0282,1.5,517.33,13
1.0282,2,512.49,15
1.0284,0,521.89,13
1.0284,0.5,522.71,17
1.0284,1,522.71,15
1.0284,1.5,521.96,16
1.0285,0,514.39,19
1.0285,0.5,513.57,20
1.0285,1,512.82,19
1.0285,1.5,512.07,13
1.0287,0,491.79,20
1.0287,0.5,491.79,20
1.0287,1,491.72,17
1.0287,1.5,493.36,16
1.0288,0,508.1,21
1.0288,0.5,508.1,15
1.0288,1,507.35,16
1.0288,1.5,507.29,15
1.0289,0,481.42,18
1.0289,0.5,482.24,18
1.0289,1,482.31,18
1.0289,1.5,481.42,15
1.0293,0,485.39,20
1.0293,0.5,483.95,21
1.0293,1,483.14,17
1.0293,1.5,484.77,19
1.0294,0,484.37,16
1.0294,0.5,483.55,18
1.0294,1,483.55,14
1.0294,1.5,482.73,16
1.0294,2,486.22,19
1.0294,2.5,488.06,15
1.0294,3,488.2,14
1.0294,3.5,487.17,17
1.0294,4,486.97,25
1.0294,4.5,487.58,27
1.0294,5,487.51,36
1.0294,5.5,489.15,28
1.0294,6,489.15,36
1.0294,6.5,490.03,46
1.0294,7,490.17,49
1.0294,7.5,490.99,37
1.0294,8,490.99,36
1.0294,8.312,491.06,40
1.0294,8.812,491.06,37
1.0294,9.312,491.13,33
1.0294,9.812,491.13,41
1.0294,10.312,491.2,44
1.0294,10.603,491.2,34
1.0294,11.102,491.27,33
1.0294,11.602,491.27,39
1.0294,12.103,491.27,37
1.0294,12.603,491.33,29
1.0294,13.103,491.33,27
1.0294,13.603,491.33,37
1.0294,14.007,492.15,33
1.0294,14.523,491.27,31
1.0294,15.023,492.08,29
1.0294,15.523,492.08,31
1.0294,16.023,492.08,28
1.0294,16.523,492.08,27
1.0294,17.023,492.08,28
1.0294,17.523,492.97,30
1.0294,18.023,492.15,32
1.0294,18.523,492.15,36
1.0294,19.023,492.15,28
1.0294,19.523,492.97,35
1.0294,20.023,493.04,29
1.0294,20.304,492.15,31
1.0294,20.804,492.22,30
1.0294,21.304,492.22,38
1.0294,21.649,492.22,36
1.0294,22.149,492.22,30
1.0294,22.649,492.22,25
1.0294,23.149,493.04,25
1.0294,23.649,493.04,29
1.0294,24.149,493.11,29
1.0294,24.757,493.18,34
1.0294,25.117,493.18,31
1.0294,25.617,493.18,33
1.0294,26.117,494,33
1.0294,26.617,493.18,31
1.0294,27.117,494,28
1.0294,27.617,494,24
1.0294,28.117,494.06,33
1.0294,28.617,494.13,32
1.0294,29.117,494.13,23
1.0294,29.424,494.13,26
1.0294,29.924,494.2,29
1.0294,30.424,494.2,28
1.0294,30.924,494.2,31
1.0294,31.424,494.27,29
1.0294,31.802,494.27,29
1.0294,32.302,494.27,22
1.0294,32.802,493.52,22
1.0294,33.302,493.52,23
1.0294,33.802,493.52,29
1.0294,34.302,493.52,29
1.0294,34.952,493.52,24
1.0294,35.452,492.77,26
1.0294,35.952,492.77,23
1.0294,36.452,492.84,31
1.0295,0,463.48,21
1.0295,0.5,464.98,21
1.0295,1,465.05,18
1.0295,1.5,465.11,23
1.0295,2,471.05,15
1.0295,2.5,473.64,19
1.0295,3,473.85,17
1.0295,3.5,470.51,17
1.0295,4,467.98,17
1.0295,4.5,467.91,32
1.0295,5,468.73,25
1.0295,5.5,470.37,35
1.0295,6,470.37,37
1.0295,6.5,471.19,41
1.0295,7,472.01,46
1.0295,7.5,473.64,43
1.0295,8,473.64,40
1.0295,8.312,474.46,38
1.0295,8.812,474.46,42
1.0295,9.312,475.35,42
1.0295,9.812,476.1,38
1.0295,10.312,476.17,45
1.0295,10.603,476.17,38
1.0295,11.102,476.99,34
1.0295,11.602,476.99,38
1.0295,12.103,476.1,32
1.0295,12.603,476.99,36
1.0295,13.103,476.99,45
1.0295,13.603,476.99,47
1.0295,14.007,476.99,34
1.0295,14.523,476.99,45
1.0295,15.023,477.81,46
1.0295,15.523,477.81,33
1.0295,16.023,477.81,31
1.0295,16.523,477.81,34
1.0295,17.023,477.81,34
1.0295,17.523,477.81,37
1.0295,18.023,477.81,33
1.0295,18.523,477.81,37
1.0295,19.023,478.63,35
1.0295,19.523,478.63,34
1.0295,20.023,478.69,32
1.0295,20.304,478.69,35
1.0295,20.804,477.88,30
1.0295,21.304,477.88,25
1.0295,21.649,477.88,40
1.0295,22.149,477.88,35
1.0295,22.649,478.69,32
1.0295,23.149,478.69,37
1.0295,23.649,479.51,31
1.0295,24.149,479.58,34
1.0295,24.757,479.65,36
1.0295,25.117,479.65,32
1.0295,25.617,480.47,32
1.0295,26.117,480.47,33
1.0295,26.617,480.47,28
1.0295,27.117,480.47,27
1.0295,27.617,480.47,33
1.0295,28.117,480.54,32
1.0295,28.617,480.61,30
1.0295,29.117,480.61,32
1.0295,29.424,480.61,27
1.0295,29.924,480.61,27
1.0295,30.424,480.67,35
1.0295,30.924,480.67,26
1.0295,31.424,480.74,24
1.0295,31.802,480.74,27
1.0295,32.302,480.74,27
1.0295,32.802,480.81,26
1.0295,33.302,480.81,27
1.0295,33.802,480.88,24
1.0295,34.302,480.81,24
1.0295,34.952,480.88,30
1.0295,35.452,480.06,28
1.0295,35.952,480.06,25
1.0295,36.452,479.24,30
1.0296,0,463.69,16
1.0296,0.5,464.51,15
1.0296,1,463.69,17
1.0296,1.5,463.76,23
1.0296,2,458.03,15
1.0296,2.5,454.75,16
1.0296,3,451.41,17
1.0296,3.5,450.66,23
1.0296,4,450.73,24
1.0296,4.5,452.36,34
1.0296,5,453.18,32
1.0296,5.5,454.82,43
1.0296,6,457.28,41
1.0296,6.5,458.16,48
1.0296,7,459.8,47
1.0296,7.5,460.55,41
1.0296,8,460.55,40
1.0296,8.312,461.37,45
1.0296,8.812,461.37,44
1.0296,9.312,461.44,49
1.0296,9.812,462.26,47
1.0296,10.312,462.26,42
1.0296,10.603,461.44,44
1.0296,11.102,462.26,40
1.0296,11.602,462.33,44
1.0296,12.103,462.26,57
1.0296,12.603,462.33,42
1.0296,13.103,462.33,42
1.0296,13.603,462.33,42
1.0296,14.007,462.39,37
1.0296,14.523,462.33,37
1.0296,15.023,462.33,37
1.0296,15.523,462.33,37
1.0296,16.023,462.33,44
1.0296,16.523,462.33,33
1.0296,17.023,461.51,33
1.0296,17.523,461.51,33
1.0296,18.023,461.51,38
1.0296,18.523,461.51,37
1.0296,19.023,461.51,32
1.0296,19.523,461.51,36
1.0296,20.023,461.58,34
1.0296,20.304,461.51,32
1.0296,20.804,461.51,38
1.0296,21.304,461.58,36
1.0296,21.649,460.76,35
1.0296,22.149,461.58,35
1.0296,22.649,461.58,37
1.0296,23.149,461.58,28
1.0296,23.649,462.39,36
1.0296,24.149,462.46,34
1.0296,24.757,462.53,35
1.0296,25.117,462.46,33
1.0296,25.617,462.46,39
1.0296,26.117,463.28,32
1.0296,26.617,463.35,36
1.0296,27.117,463.35,31
1.0296,27.617,464.24,33
1.0296,28.117,463.42,33
1.0296,28.617,463.49,35
1.0296,29.117,463.49,33
1.0296,29.424,463.49,31
1.0296,29.924,463.56,39
1.0296,30.424,463.56,29
1.0296,30.924,463.62,29
1.0296,31.424,463.62,29
1.0296,31.802,463.62,41
1.0296,32.302,463.69,29
1.0296,32.802,463.62,32
1.0296,33.302,463.69,29
1.0296,33.802,463.69,31
1.0296,34.302,463.76,26
1.0296,34.952,463.76,33
1.0296,35.452,462.94,27
1.0296,35.952,463.01,25
1.0296,36.452,462.19,23
1.0297,0,466.45,19
1.0297,0.5,465.56,15
1.0297,1,465.56,16
1.0297,1.5,465.56,18
1.0297,2,460.79,22
1.0297,2.5,457.65,19
1.0297,3.5,451.85,15
1.0297,4,451.51,23
1.0297,4.5,451.98,38
1.0297,5,454.23,38
1.0297,5.5,456.62,35
1.0297,6,459.15,43
1.0297,6.5,460.17,41
1.0297,7,461.06,46
1.0297,7.5,462.01,41
1.0297,8,462.08,44
1.0297,8.312,462.97,39
1.0297,8.812,463.04,40
1.0297,9.312,463.86,46
1.0297,9.812,463.04,41
1.0297,10.312,463.93,42
1.0297,10.603,463.18,45
1.0297,11.102,464,37
1.0297,11.602,464,38
1.0297,12.103,463.18,38
1.0297,12.603,463.25,42
1.0297,13.103,463.31,34
1.0297,13.603,463.31,32
1.0297,14.007,463.25,54
1.0297,14.523,463.31,44
1.0297,15.023,463.31,42
1.0297,15.523,463.25,36
1.0297,16.023,463.31,42
1.0297,16.523,463.31,33
1.0297,17.023,463.31,40
1.0297,17.523,463.31,39
1.0297,18.023,462.5,41
1.0297,18.523,462.56,41
1.0297,19.023,462.56,43
1.0297,19.523,462.56,42
1.0297,20.023,463.38,37
1.0297,20.304,463.38,35
1.0297,20.804,462.56,36
1.0297,21.304,462.56,41
1.0297,21.649,462.63,40
1.0297,22.149,462.63,45
1.0297,22.649,462.63,42
1.0297,23.149,463.45,51
1.0297,23.649,463.45,37
1.0297,24.149,462.63,37
1.0297,24.757,463.52,39
1.0297,25.617,463.52,38
1.0297,26.117,463.52,25
1.0298,0,482.48,18
1.0298,0.5,482.48,18
1.0298,1,483.37,18
1.0298,1.5,482.55,17
1.0298,2,482.41,19
1.0299,0,465.74,24
1.0299,0.5,465.88,20
1.0299,1,465.81,20
1.0299,1.5,464.99,17
1.0299,2,458.58,15
1.0299,2.5,453.67,16
1.0299,3,449.57,16
1.0299,3.5,448.76,18
1.0299,4,450.32,22
1.0299,4.5,451.89,29
1.0299,5,453.46,35
1.0299,5.5,455.85,33
1.0299,6,457.56,37
1.0299,6.5,459.26,45
1.0299,7,459.26,43
1.0299,7.5,460.97,50
1.0299,8,460.97,53
1.0299,8.312,461.79,44
1.0299,8.812,461.79,57
1.0299,9.312,461.86,37
1.0299,9.812,461.86,46
1.0299,10.312,461.92,39
1.0299,10.603,461.92,34
1.0299,11.102,461.92,41
1.0299,11.602,461.92,37
1.0299,12.103,461.99,39
1.0299,12.603,461.99,41
1.0299,13.103,461.17,44
1.0299,13.603,461.17,38
1.0299,14.007,461.24,43
1.0299,14.523,460.42,38
1.0299,15.023,460.42,31
1.0299,15.523,460.42,34
1.0299,16.023,460.42,37
1.0299,16.523,460.42,41
1.0299,17.023,460.42,40
1.0299,17.523,460.42,42
1.0299,18.023,460.49,38
1.0299,18.523,460.49,39
1.0299,19.023,461.31,35
1.0299,19.523,460.49,35
1.0299,20.023,460.49,44
1.0299,20.304,460.49,37
1.0299,20.804,460.49,31
1.0299,21.304,460.49,34
1.0299,21.649,460.49,37
1.0299,22.149,460.49,39
1.0299,22.649,461.31,33
1.0299,23.149,461.31,41
1.0299,23.649,461.38,31
1.0299,24.149,461.38,37
1.0299,24.757,461.45,31
1.0299,25.117,461.45,33
1.0299,25.617,461.45,33
1.0299,26.117,462.34,32
1.0299,26.617,462.27,33
1.0299,27.117,462.34,32
1.0299,27.617,463.15,36
1.0299,28.117,463.15,39
1.0299,28.617,463.15,32
1.0299,29.117,463.22,31
1.0299,29.424,463.29,27
1.0299,29.924,463.36,27
1.0299,30.424,463.36,30
1.0299,30.924,463.36,35
1.0299,31.424,462.54,35
1.0299,31.802,462.61,32
1.0299,32.302,462.68,38
1.0299,32.802,462.68,24
1.0299,33.302,462.68,37
1.0299,33.802,462.68,29
1.0299,34.302,462.75,34
1.0299,34.952,461.93,30
1.0299,35.452,461.93,26
1.0299,35.952,461.93,27
1.0299,36.452,461.93,32
1.0301,0,470.67,15
1.0301,0.5,470.6,15
1.0301,1,470.47,16
1.0301,1.5,470.47,15
1.0301,2,473.13,21
1.0301,2.5,475.65,17
1.0301,3,475.65,19
1.0301,3.5,473.06,19
1.0301,4,470.53,20
1.0301,4.5,470.26,30
1.0301,5,470.12,34
1.0301,5.5,471.76,29
1.0301,6,472.72,40
1.0301,6.5,473.6,41
1.0301,7,475.38,39
1.0301,7.5,475.45,48
1.0301,8,476.33,41
1.0301,8.312,476.4,39
1.0301,8.812,477.22,45
1.0301,9.312,477.29,38
1.0301,9.812,477.36,37
1.0301,10.312,477.36,43
1.0301,10.603,477.43,43
1.0301,11.102,477.36,41
1.0301,11.602,477.43,31
1.0301,12.103,478.25,35
1.0301,12.603,478.25,32
1.0301,13.103,477.5,30
1.0301,13.603,478.25,35
1.0301,14.007,478.25,33
1.0301,14.523,478.31,36
1.0301,15.023,478.31,42
1.0301,15.523,479.13,32
1.0301,16.023,479.13,43
1.0301,16.523,479.13,46
1.0301,17.023,479.13,35
1.0301,17.523,479.13,39
1.0301,18.023,479.13,35
1.0301,18.523,479.2,28
1.0301,19.023,479.2,32
1.0301,19.523,479.2,38
1.0301,20.023,479.27,30
1.0301,20.304,479.27,39
1.0301,20.804,479.27,29
1.0301,21.304,478.45,32
1.0301,21.649,478.45,31
1.0301,22.149,478.45,37
1.0301,22.649,478.45,33
1.0301,23.149,478.45,31
1.0301,23.649,478.45,33
1.0301,24.149,479.34,32
1.0301,24.757,479.34,27
1.0301,25.117,479.41,29
1.0301,25.617,479.41,31
1.0301,26.117,479.41,29
1.0301,26.617,479.41,27
1.0301,27.117,480.3,37
1.0301,27.617,480.3,30
1.0301,28.117,481.11,38
1.0301,28.617,480.36,26
1.0301,29.117,481.18,26
1.0301,29.424,481.18,33
1.0301,29.924,481.25,35
1.0301,30.424,481.25,29
1.0301,30.924,480.5,28
1.0301,31.424,480.57,28
1.0301,31.802,479.75,26
1.0301,32.302,480.57,30
1.0301,32.802,480.57,33
1.0301,33.302,479.75,32
1.0301,33.802,480.64,27
1.0301,34.302,479.82,30
1.0301,34.952,479.82,26
1.0301,35.452,479.82,28
1.0301,35.952,479.07,31
1.0301,36.452,478.25,32
1.0302,0,453.07,18
1.0302,0.5,453.07,18
1.0302,1,453.07,19
1.0302,1.5,453.14,21
1.0302,2,447.48,15
1.0302,2.5,443.52,15
1.0302,3,440.32,17
1.0302,3.5,437.65,17
1.0302,4,437.38,22
1.0302,4.5,437.92,21
1.0302,5,440.17,35
1.0302,5.5,442.49,45
1.0302,6,444.2,43
1.0302,6.5,446.79,56
1.0302,7,447.75,38
1.0302,7.5,449.38,50
1.0302,8,449.45,51
1.0302,8.312,449.52,45
1.0302,8.812,450.41,55
1.0302,9.312,450.41,43
1.0302,9.812,450.48,42
1.0302,10.312,450.55,40
1.0302,10.603,450.62,41
1.0302,11.102,450.62,33
1.0302,11.602,450.62,47
1.0302,12.103,450.62,42
1.0302,12.603,450.68,33
1.0302,13.103,450.75,35
1.0302,13.603,450.75,39
1.0302,14.007,450.75,39
1.0302,14.523,450.82,41
1.0302,15.023,450.82,33
1.0302,15.523,450.82,47
1.0302,16.023,450.82,41
1.0302,16.523,450.82,45
1.0302,17.023,450.82,38
1.0302,17.523,450.82,48
1.0302,18.023,450.89,35
1.0302,18.523,450.89,38
1.0302,19.023,450.89,36
1.0302,19.523,451.71,34
1.0302,20.023,450.96,36
1.0302,20.304,450.96,38
1.0302,20.804,450.96,40
1.0302,21.304,451.03,33
1.0302,21.649,451.85,35
1.0302,22.149,451.03,37
1.0302,22.649,451.03,36
1.0302,23.149,451.85,33
1.0302,23.649,451.03,41
1.0302,24.149,451.85,46
1.0302,24.757,451.92,37
1.0302,25.117,451.92,41
1.0302,25.617,451.92,33
1.0302,26.117,451.98,34
1.0302,26.617,451.98,36
1.0302,27.117,452.05,34
1.0302,27.617,452.05,34
1.0302,28.117,452.87,36
1.0302,28.617,452.94,35
1.0302,29.117,452.94,28
1.0302,29.424,452.94,32
1.0302,29.924,453.01,34
1.0302,30.424,453.9,31
1.0302,30.924,453.08,42
1.0302,31.424,453.15,29
1.0302,31.802,453.15,35
1.0302,32.302,453.15,41
1.0302,32.802,452.33,32
1.0302,33.302,452.33,37
1.0302,33.802,452.33,33
1.0302,34.302,452.33,26
1.0302,34.952,452.4,28
1.0302,35.452,452.4,29
1.0302,35.952,452.4,29
1.0302,36.452,451.65,29
1.0303,0,447.03,26
1.0303,0.5,447.1,16
1.0303,1,446.35,17
1.0303,1.5,446.35,20
1.0304,0,446.7,19
1.0304,0.5,446.83,22
1.0304,1,446.83,19
1.0304,1.5,446.01,20
1.0304,2,441.45,19
1.0304,2.5,438.45,18
1.0304,3,435.99,21
1.0304,3.5,434.15,19
1.0304,4,433.12,24
1.0304,4.5,434.69,33
1.0304,5,437.9,37
1.0304,5.5,441.17,39
1.0304,6,442.88,60
1.0304,6.5,444.51,62
1.0304,7,446.22,35
1.0304,7.5,447.04,54
1.0304,8,447.86,40
1.0304,8.312,447.86,35
1.0304,8.812,447.93,50
1.0304,9.312,447.93,48
1.0304,9.812,447.93,40
1.0304,10.312,447.93,35
1.0304,10.603,448,34
1.0304,11.102,447.93,44
1.0304,11.602,448,43
1.0304,12.103,448.81,42
1.0304,12.603,448.81,41
1.0304,13.103,448.88,39
1.0304,13.603,448.88,47
1.0304,14.007,448.88,38
1.0304,14.523,448.88,37
1.0304,15.023,448.88,35
1.0304,15.523,448.88,41
1.0304,16.023,448.88,46
1.0304,16.523,448.88,37
1.0304,17.023,448.88,34
1.0304,17.523,448.88,41
1.0304,18.023,448.88,38
1.0304,18.523,448.88,39
1.0304,19.023,448.88,39
1.0304,19.523,448.88,30
1.0304,20.023,448.88,44
1.0304,20.304,448.88,44
1.0304,20.804,448.06,38
1.0304,21.304,448.06,31
1.0304,21.649,448.06,41
1.0304,22.149,448.88,39
1.0304,22.649,448.95,43
1.0304,23.149,448.88,36
1.0304,23.649,448.88,38
1.0304,24.149,448.95,35
1.0304,24.757,449.02,38
1.0304,25.117,449.02,29
1.0304,25.617,449.84,35
1.0304,26.117,449.84,30
1.0304,26.617,449.91,37
1.0304,27.117,449.91,31
1.0304,27.617,449.91,34
1.0304,28.117,449.98,35
1.0304,28.617,450.04,43
1.0304,29.117,450.86,35
1.0304,29.424,450.93,28
1.0304,29.924,450.93,31
1.0304,30.424,450.93,37
1.0304,30.924,451,36
1.0304,31.424,451,35
1.0304,31.802,450.18,35
1.0304,32.302,450.18,36
1.0304,32.802,451,36
1.0304,33.302,450.18,29
1.0304,33.802,451.07,31
1.0304,34.302,450.25,31
1.0304,34.952,450.25,27
1.0304,35.452,450.32,34
1.0304,35.952,449.5,32
1.0304,36.452,449.5,35
1.0305,0,450.87,18
1.0305,0.5,450.87,20
1.0305,1,450.87,18
1.0305,1.5,449.98,26
1.0305,2,435.66,19
1.0305,2.5,435.73,17
1.0305,3,431.7,18
1.0305,3.5,425.83,21
1.0305,4,422.28,25
1.0305,4.5,422.96,31
1.0305,5,424.46,48
1.0305,5.5,426.85,52
1.0305,6,429.31,50
1.0305,6.5,431.01,45
1.0305,7,432.65,57
1.0305,7.5,433.54,57
1.0305,8,434.36,41
1.0305,8.312,434.43,52
1.0305,8.812,434.36,58
1.0305,9.312,434.43,45
1.0305,9.812,434.49,52
1.0305,10.312,434.49,46
1.0305,10.603,435.38,49
1.0305,11.102,434.49,55
1.0305,11.602,435.31,42
1.0305,12.103,435.31,43
1.0305,12.603,435.31,40
1.0305,13.103,435.38,48
1.0305,13.603,434.49,44
1.0305,14.007,435.38,40
1.0305,14.523,435.38,49
1.0305,15.023,435.38,53
1.0305,15.523,434.56,53
1.0305,16.023,434.49,38
1.0305,16.523,434.49,40
1.0305,17.023,434.56,39
1.0305,17.523,434.56,41
1.0305,18.023,433.74,37
1.0305,18.523,434.56,39
1.0305,19.023,434.56,38
1.0305,19.523,434.56,43
1.0305,20.023,434.56,40
1.0305,20.304,434.56,32
1.0305,20.804,434.63,33
1.0305,21.304,433.81,40
